Sentence,Tense
আমরা ডাকাইতেছি আজকে,Present_Nrm
সে অতীতে ডাকাইতেছিল,Past_Nrm
আজ ডাকাইতেছিল তারা,Past_Nrm
সেদিন ডাকাইতেছিলাম আমি,Past_Nrm
আমরা আজকে ডাকাইতেছিলাম,Past_Nrm
এখন ডাকাইতেছিলি তুই,Past_Nrm
তোরা আজ ডাকাইতেছিলি,Past_Nrm
তুমি পূর্বে ডাকাইতেছিলে,Past_Nrm
তোমরা ডাকাইতেছিলে অতীতে,Past_Nrm
অতীতে ডাকাইতেছিলেন আপনি,Past_Nrm
আপনারা ডাকাইতেছিলেন সেদিন,Past_Nrm
পূর্বে ডাকাইতেছিলেন উনি,Past_Nrm
উনারা ডাকাইতেছিলেন গতকাল,Past_Nrm
তিনি এখনই ডাকাইতেছিলেন,Past_Nrm
তুই আজ ডাকাইতেছিস,Present_Nrm
এখন ডাকাইতেছিস তোরা,Present_Nrm
সে এখন ডাকাইতেছে,Present_Nrm
এখনই ডাকাইতেছে তারা,Present_Nrm
আপনি আজকে ডাকাইতেছেন,Present_Nrm
আপনারা বর্তমানে ডাকাইতেছেন,Present_Nrm
উনি এখনই ডাকাইতেছেন,Present_Nrm
উনারা ডাকাইতেছেন আজকে,Present_Nrm
আজ ডাকাইতেছেন তিনি,Present_Nrm
আপনি ডাকাইতেন আজ,Past_Nrm
গতকাল ডাকাইতেন আপনারা,Past_Nrm
আজ ডাকাইতেন উনি,Past_Nrm
উনারা আজ ডাকাইতেন,Past_Nrm
তিনি অতীতে ডাকাইতেন,Past_Nrm
এখন ডাকাইব আমি,Future_Nrm
পরশু ডাকাইব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আগামিকাল ডাকাইবি,Future_Nrm
পরশু ডাকাইবি তোরা,Future_Nrm
তুমি আগামীকাল ডাকাইবে,Future_Nrm
তোমরা আগামীকাল ডাকাইবে,Future_Nrm
আপনি ডাকাইবেন আগামীকাল,Future_Nrm
আপনারা আজ ডাকাইবেন,Future_Nrm
উনি এখনই ডাকাইবেন,Future_Nrm
এখন ডাকাইবেন উনারা,Future_Nrm
তিনি আজকে ডাকাইবেন,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
এখন ডাকাইয়াছ তুমি,Present_Nrm
আজ ডাকাইয়াছ তোমরা,Present_Nrm
বর্তমানে ডাকাইয়াছি আমি,Present_Nrm
আমরা ডাকাইয়াছি বর্তমানে,Present_Nrm
সে ডাকাইয়াছিল গতকাল,Past_Nrm
তারা ডাকাইয়াছিল আজ,Past_Nrm
আমি ডাকাইয়াছিলাম পূর্বে,Past_Nrm
আমরা ডাকাইয়াছিলাম সেদিন,Past_Nrm
আজকে ডাকাইয়াছিলি তুই,Past_Nrm
গতকাল ডাকাইয়াছিলি তোরা,Past_Nrm
তুমি অতীতে ডাকাইয়াছিলে,Past_Nrm
আগে ডাকাইয়াছিলে তোমরা,Past_Nrm
আপনি ডাকাইয়াছিলেন অতীতে,Past_Nrm
আপনারা ডাকাইয়াছিলেন আজ,Past_Nrm
উনি ডাকাইয়াছিলেন গতকাল,Past_Nrm
আগে ডাকাইয়াছিলেন উনারা,Past_Nrm
তিনি গতকাল ডাকাইয়াছিলেন,Past_Nrm
তুই আজ ডাকাইয়াছিস,Present_Nrm
তোরা এখনই ডাকাইয়াছিস,Present_Nrm
সে এখনই ডাকাইয়াছে,Present_Nrm
তারা ডাকাইয়াছে আজকে,Present_Nrm
আপনি ডাকাইয়াছেন আজ,Present_Nrm
আপনারা ডাকাইয়াছেন এখন,Present_Nrm
আজকে ডাকাইয়াছেন উনি,Present_Nrm
উনারা বর্তমানে ডাকাইয়াছেন,Present_Nrm
এখনই ডাকাইয়াছেন তিনি,Present_Nrm
তুমি ডাকাইয়ো আজকে,Present_Nrm
তোমরা আজকে ডাকাইয়ো,Present_Nrm
সেদিন ডাকাইল সে,Past_Nrm
তারা সেদিন ডাকাইল,Past_Nrm
আগে ডাকাইলাম আমি,Past_Nrm
আমরা আজ ডাকাইলাম,Past_Nrm
তুই ডাকাইলি এখন,Past_Nrm
তোরা ডাকাইলি আজকে,Past_Nrm
তুমি এখন ডাকাইলে,Past_Nrm
গতকাল ডাকাইলে তোমরা,Past_Nrm
পূর্বে ডাকাইলেন আপনি,Past_Nrm
আপনারা ডাকাইলেন আগে,Past_Nrm
এখনই ডাকাইলেন উনি,Past_Nrm
এখন ডাকাইলেন উনারা,Past_Nrm
তিনি ডাকাইলেন অতীতে,Past_Nrm
তুমি বর্তমানে ডাকাও,Present_Nrm
তোমরা আজ ডাকাও,Present_Nrm
এখন ডাকাক সে,Present_Nrm
তারা এখনই ডাকাক,Present_Nrm
এখনই ডাকাচ্ছ তুমি,Present_Nrm
তোমরা এখন ডাকাচ্ছ,Present_Nrm
এখন ডাকাচ্ছি আমি,Present_Nrm
আমরা আজকে ডাকাচ্ছি,Present_Nrm
অতীতে ডাকাচ্ছিল সে,Past_Nrm
তারা ডাকাচ্ছিল আজকে,Past_Nrm
আমি ডাকাচ্ছিলাম এখন,Past_Nrm
পূর্বে ডাকাচ্ছিলাম আমরা,Past_Nrm
আগে ডাকাচ্ছিলি তুই,Past_Nrm
তোরা সেদিন ডাকাচ্ছিলি,Past_Nrm
এখন ডাকাচ্ছিলুম আমি,Past_Nrm
আজ ডাকাচ্ছিলুম আমরা,Past_Nrm
এখন ডাকাচ্ছিলে তুমি,Past_Nrm
তোমরা এখন ডাকাচ্ছিলে,Past_Nrm
আপনি পূর্বে ডাকাচ্ছিলেন,Past_Nrm
পূর্বে ডাকাচ্ছিলেন আপনারা,Past_Nrm
উনি আজকে ডাকাচ্ছিলেন,Past_Nrm
উনারা ডাকাচ্ছিলেন আগে,Past_Nrm
তিনি ডাকাচ্ছিলেন আজকে,Past_Nrm
আমি ডাকাচ্ছিলেম আজকে,Past_Nrm
আগে ডাকাচ্ছিলেম আমরা,Past_Nrm
আজকে ডাকাচ্ছিস তুই,Present_Nrm
আজ ডাকাচ্ছিস তোরা,Present_Nrm
সে ডাকাচ্ছে এখন,Present_Nrm
আজ ডাকাচ্ছে তারা,Present_Nrm
আজকে ডাকাচ্ছেন আপনি,Present_Nrm
আপনারা এখন ডাকাচ্ছেন,Present_Nrm
উনি ডাকাচ্ছেন আজ,Present_Nrm
উনারা এখন ডাকাচ্ছেন,Present_Nrm
তিনি এখনই ডাকাচ্ছেন,Present_Nrm
সে ডাকাত পূর্বে,Past_Nrm
আগে ডাকাত তারা,Past_Nrm
পূর্বে ডাকাতাম আমি,Past_Nrm
সেদিন ডাকাতাম আমরা,Past_Nrm
তুই এখনই ডাকাতিস,Past_Nrm
তোরা ডাকাতিস পূর্বে,Past_Nrm
আমি ডাকাতুম গতকাল,Past_Nrm
এখন ডাকাতুম আমরা,Past_Nrm
তুমি ডাকাতে অতীতে,Past_Nrm
তোমরা ডাকাতে আগে,Past_Nrm
আপনি ডাকাতেন গতকাল,Past_Nrm
অতীতে ডাকাতেন আপনারা,Past_Nrm
আগে ডাকাতেন উনি,Past_Nrm
পূর্বে ডাকাতেন উনারা,Past_Nrm
তিনি ডাকাতেন আজকে,Past_Nrm
আমি পূর্বে ডাকাতেম,Past_Nrm
সেদিন ডাকাতেম আমরা,Past_Nrm
আপনি এখনই ডাকান,Present_Nrm
আপনারা আজ ডাকান,Present_Nrm
উনি ডাকান আজ,Present_Nrm
উনারা ডাকান এখন,Present_Nrm
তিনি এখনই ডাকান,Present_Nrm
আমাকে ডাকানো দরকার,Present_Nrm
প্রয়োজন ডাকানো আমাদেরকে,Present_Nrm
উচিত ডাকানো তোমাকে,Present_Nrm
উচিৎ ডাকানো তোমাদেরকে,Present_Nrm
তোকে ডাকানো দরকার,Present_Nrm
উচিৎ ডাকানো তোদেরকে,Present_Nrm
তাকে উচিৎ ডাকানো,Present_Nrm
তাদেরকে ডাকানো উচিত,Present_Nrm
আপনাকে ডাকানো উচিত,Present_Nrm
আপনাদেরকে প্রয়োজন ডাকানো,Present_Nrm
উনাকে ডাকানো উচিত,Present_Nrm
উনাদেরকে উচিৎ ডাকানো,Present_Nrm
শীঘ্রই ডাকাব আমি,Future_Nrm
আমরা আগামিকাল ডাকাব,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই শীঘ্রই ডাকাবি,Future_Nrm
তোরা ডাকাবি আজ,Future_Nrm
তুমি পরশু ডাকাবে,Future_Nrm
তোমরা ডাকাবে পরশু,Future_Nrm
এখনই ডাকাবেন আপনি,Future_Nrm
পরশু ডাকাবেন আপনারা,Future_Nrm
উনি ডাকাবেন আগামিকাল,Future_Nrm
পরশু ডাকাবেন উনারা,Future_Nrm
আজ ডাকাবেন তিনি,Future_Nrm
আমি ডাকাবো পরশু,Future_Nrm
এখনই ডাকাবো আমরা,Future_Nrm
সে ডাকায় এখনই,Present_Nrm
তারা ডাকায় এখনই,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
আগে ডাকাল সে,Past_Nrm
তারা ডাকাল আগে,Past_Nrm
আমি ডাকালাম পূর্বে,Past_Nrm
আমরা ডাকালাম অতীতে,Past_Nrm
তুই আগে ডাকালি,Past_Nrm
এখন ডাকালি তোরা,Past_Nrm
আমি ডাকালুম আজকে,Past_Nrm
আমরা ডাকালুম অতীতে,Past_Nrm
তুমি এখন ডাকালে,Past_Nrm
আজ ডাকালে তোমরা,Past_Nrm
আপনি ডাকালেন অতীতে,Past_Nrm
আপনারা অতীতে ডাকালেন,Past_Nrm
পূর্বে ডাকালেন উনি,Past_Nrm
উনারা ডাকালেন অতীতে,Past_Nrm
আজকে ডাকালেন তিনি,Past_Nrm
আমি ডাকালেম আগে,Past_Nrm
