Id,Sentence,Tense
1479,তিনি এখনই কাঁদাইতেছিলেন,Past_Nrm
1480,তুই কাঁদাইতেছিস বর্তমানে,Present_Nrm
1481,তোরা কাঁদাইতেছিস আজ,Present_Nrm
1482,আজ কাঁদাইতেছে সে,Present_Nrm
1483,তারা কাঁদাইতেছে আজকে,Present_Nrm
1484,এখনই কাঁদাইতেছেন আপনি,Present_Nrm
1485,বর্তমানে কাঁদাইতেছেন আপনারা,Present_Nrm
1486,উনি আজকে কাঁদাইতেছেন,Present_Nrm
1487,বর্তমানে কাঁদাইতেছেন উনারা,Present_Nrm
1488,তিনি এখন কাঁদাইতেছেন,Present_Nrm
1489,আজকে কাঁদাইতেন আপনি,Past_Nrm
1490,আপনারা কাঁদাইতেন আজকে,Past_Nrm
1491,উনি কাঁদাইতেন পূর্বে,Past_Nrm
1492,উনারা পূর্বে কাঁদাইতেন,Past_Nrm
1493,তিনি কাঁদাইতেন অতীতে,Past_Nrm
1494,আমি আজ কাঁদাইব,Future_Nrm
1495,আমরা কাঁদাইব এখন,Future_Nrm
1496,তুই কাঁদাইবি শীঘ্রই,Future_Nrm
1497,তোরা আগামীকাল কাঁদাইবি,Future_Nrm
1498,তুমি আগামীকাল কাঁদাইবে,Future_Nrm
1499,তোমরা ভবিষ্যতে কাঁদাইবে,Future_Nrm
1500,আপনি কাঁদাইবেন আগামীকাল,Future_Nrm
1501,আপনারা কাঁদাইবেন ভবিষ্যতে,Future_Nrm
1502,শীঘ্রই কাঁদাইবেন উনি,Future_Nrm
1503,উনারা আগামীকাল কাঁদাইবেন,Future_Nrm
1504,তিনি এখন কাঁদাইবেন,Future_Nrm
1505,তুমি আজকে কাঁদাইয়াছ,Present_Nrm
1506,এখন কাঁদাইয়াছ তোমরা,Present_Nrm
1507,আমি কাঁদাইয়াছি এখন,Present_Nrm
1508,আমরা কাঁদাইয়াছি এখনই,Present_Nrm
1509,সে কাঁদাইয়াছিল গতকাল,Past_Nrm
1510,আগে কাঁদাইয়াছিল তারা,Past_Nrm
1511,আমি আগে কাঁদাইয়াছিলাম,Past_Nrm
1512,আজকে কাঁদাইয়াছিলাম আমরা,Past_Nrm
1513,তুই আজ কাঁদাইয়াছিলি,Past_Nrm
1514,তোরা কাঁদাইয়াছিলি গতকাল,Past_Nrm
1515,তুমি কাঁদাইয়াছিলে অতীতে,Past_Nrm
1516,তোমরা কাঁদাইয়াছিলে আজকে,Past_Nrm
1517,আপনি আজকে কাঁদাইয়াছিলেন,Past_Nrm
1518,আপনারা এখনই কাঁদাইয়াছিলেন,Past_Nrm
1519,উনি কাঁদাইয়াছিলেন সেদিন,Past_Nrm
1520,উনারা কাঁদাইয়াছিলেন আগে,Past_Nrm
1521,তিনি আজকে কাঁদাইয়াছিলেন,Past_Nrm
1522,বর্তমানে কাঁদাইয়াছিস তুই,Present_Nrm
1523,এখনই কাঁদাইয়াছিস তোরা,Present_Nrm
1524,আজকে কাঁদাইয়াছে সে,Present_Nrm
1525,তারা কাঁদাইয়াছে বর্তমানে,Present_Nrm
1526,আপনি কাঁদাইয়াছেন বর্তমানে,Present_Nrm
1527,আপনারা কাঁদাইয়াছেন আজকে,Present_Nrm
1528,আজকে কাঁদাইয়াছেন উনি,Present_Nrm
1529,উনারা কাঁদাইয়াছেন এখনই,Present_Nrm
1530,তিনি আজ কাঁদাইয়াছেন,Present_Nrm
1531,তুমি আজকে কাঁদাইয়ো,Present_Nrm
1532,তোমরা কাঁদাইয়ো এখন,Present_Nrm
1533,সে কাঁদাইল আজ,Past_Nrm
1534,তারা কাঁদাইল গতকাল,Past_Nrm
1535,এখনই কাঁদাইলাম আমি,Past_Nrm
1536,পূর্বে কাঁদাইলাম আমরা,Past_Nrm
1537,তুই অতীতে কাঁদাইলি,Past_Nrm
1538,তোরা আজকে কাঁদাইলি,Past_Nrm
1539,তুমি আজকে কাঁদাইলে,Past_Nrm
1540,তোমরা কাঁদাইলে অতীতে,Past_Nrm
1541,আপনি এখনই কাঁদাইলেন,Past_Nrm
1542,আপনারা পূর্বে কাঁদাইলেন,Past_Nrm
1543,গতকাল কাঁদাইলেন উনি,Past_Nrm
1544,এখন কাঁদাইলেন উনারা,Past_Nrm
1545,তিনি এখনই কাঁদাইলেন,Past_Nrm
1546,এখন কাঁদাও তুমি,Present_Nrm
1547,তোমরা কাঁদাও বর্তমানে,Present_Nrm
1548,সে কাঁদাক এখনই,Present_Nrm
1549,আজকে কাঁদাক তারা,Present_Nrm
1550,তুমি আজকে কাঁদাচ্ছ,Present_Nrm
1551,তোমরা বর্তমানে কাঁদাচ্ছ,Present_Nrm
1552,বর্তমানে কাঁদাচ্ছি আমি,Present_Nrm
1553,এখনই কাঁদাচ্ছি আমরা,Present_Nrm
1554,সে কাঁদাচ্ছিল এখন,Past_Nrm
1555,সেদিন কাঁদাচ্ছিল তারা,Past_Nrm
1556,আমি এখন কাঁদাচ্ছিলাম,Past_Nrm
1557,আমরা পূর্বে কাঁদাচ্ছিলাম,Past_Nrm
1558,তুই অতীতে কাঁদাচ্ছিলি,Past_Nrm
1559,তোরা কাঁদাচ্ছিলি আজকে,Past_Nrm
1560,আমি কাঁদাচ্ছিলুম আজ,Past_Nrm
1561,আগে কাঁদাচ্ছিলুম আমরা,Past_Nrm
1562,তুমি এখন কাঁদাচ্ছিলে,Past_Nrm
1563,তোমরা কাঁদাচ্ছিলে গতকাল,Past_Nrm
1564,আপনি পূর্বে কাঁদাচ্ছিলেন,Past_Nrm
1565,আপনারা পূর্বে কাঁদাচ্ছিলেন,Past_Nrm
1566,উনি অতীতে কাঁদাচ্ছিলেন,Past_Nrm
1567,উনারা কাঁদাচ্ছিলেন সেদিন,Past_Nrm
1568,অতীতে কাঁদাচ্ছিলেন তিনি,Past_Nrm
1569,আমি কাঁদাচ্ছিলেম এখন,Past_Nrm
1570,আমরা কাঁদাচ্ছিলেম এখন,Past_Nrm
1571,আজ কাঁদাচ্ছিস তুই,Present_Nrm
1572,তোরা এখনই কাঁদাচ্ছিস,Present_Nrm
1573,সে কাঁদাচ্ছে এখন,Present_Nrm
1574,তারা বর্তমানে কাঁদাচ্ছে,Present_Nrm
1575,আপনি কাঁদাচ্ছেন আজকে,Present_Nrm
1576,আপনারা এখন কাঁদাচ্ছেন,Present_Nrm
1577,উনি কাঁদাচ্ছেন এখনই,Present_Nrm
1578,উনারা আজ কাঁদাচ্ছেন,Present_Nrm
1579,আজ কাঁদাচ্ছেন তিনি,Present_Nrm
1580,সে পূর্বে কাঁদাত,Past_Nrm
1581,তারা আজকে কাঁদাত,Past_Nrm
1582,আমি কাঁদাতাম সেদিন,Past_Nrm
1583,আমরা কাঁদাতাম সেদিন,Past_Nrm
1584,তুই কাঁদাতিস পূর্বে,Past_Nrm
1585,তোরা আজ কাঁদাতিস,Past_Nrm
1586,এখন কাঁদাতুম আমি,Past_Nrm
1587,আমরা কাঁদাতুম অতীতে,Past_Nrm
1588,তুমি পূর্বে কাঁদাতে,Past_Nrm
1589,তোমরা কাঁদাতে এখন,Past_Nrm
1590,এখন কাঁদাতেন আপনি,Past_Nrm
1591,এখন কাঁদাতেন আপনারা,Past_Nrm
1592,উনি আজকে কাঁদাতেন,Past_Nrm
1593,এখন কাঁদাতেন উনারা,Past_Nrm
1594,তিনি কাঁদাতেন গতকাল,Past_Nrm
1595,আমি কাঁদাতেম এখন,Past_Nrm
1596,আমরা কাঁদাতেম সেদিন,Past_Nrm
1597,আজকে কাঁদান আপনি,Present_Nrm
1598,আপনারা কাঁদান আজকে,Present_Nrm
1599,আজকে কাঁদান উনি,Present_Nrm
1600,বর্তমানে কাঁদান উনারা,Present_Nrm
1601,এখনই কাঁদান তিনি,Present_Nrm
1602,আমাকে কাঁদানো উচিৎ,Present_Nrm
1603,আমাদেরকে কাঁদানো উচিৎ,Present_Nrm
1604,দরকার কাঁদানো তোমাকে,Present_Nrm
1605,উচিৎ কাঁদানো তোমাদেরকে,Present_Nrm
1606,তোকে কাঁদানো প্রয়োজন,Present_Nrm
1607,তোদেরকে প্রয়োজন কাঁদানো,Present_Nrm
1608,তাকে কাঁদানো উচিৎ,Present_Nrm
1609,তাদেরকে কাঁদানো উচিৎ,Present_Nrm
1610,আপনাকে উচিত কাঁদানো,Present_Nrm
1611,প্রয়োজন কাঁদানো আপনাদেরকে,Present_Nrm
1612,উচিত কাঁদানো উনাকে,Present_Nrm
1613,উনাদেরকে প্রয়োজন কাঁদানো,Present_Nrm
1614,আমি আগামিকাল কাঁদাব,Future_Nrm
1615,আমরা কাঁদাব শীঘ্রই,Future_Nrm
1616,আজ কাঁদাবি তুই,Future_Nrm
1617,তোরা কাঁদাবি এখনই,Future_Nrm
1618,এখনই কাঁদাবে তুমি,Future_Nrm
1619,তোমরা শীঘ্রই কাঁদাবে,Future_Nrm
1620,আপনি কাঁদাবেন পরশু,Future_Nrm
1621,আপনারা কাঁদাবেন এখন,Future_Nrm
1622,আগামীকাল কাঁদাবেন উনি,Future_Nrm
1623,এখন কাঁদাবেন উনারা,Future_Nrm
1624,শীঘ্রই কাঁদাবেন তিনি,Future_Nrm
1625,আমি শীঘ্রই কাঁদাবো,Future_Nrm
1626,আমরা কাঁদাবো এখন,Future_Nrm
1627,আজকে কাঁদায় সে,Present_Nrm
1628,তারা কাঁদায় বর্তমানে,Present_Nrm
1629,সে কাঁদাল সেদিন,Past_Nrm
1630,আগে কাঁদাল তারা,Past_Nrm
1631,আমি পূর্বে কাঁদালাম,Past_Nrm
1632,আমরা কাঁদালাম আজ,Past_Nrm
1633,তুই কাঁদালি আজ,Past_Nrm
1634,গতকাল কাঁদালি তোরা,Past_Nrm
1635,পূর্বে কাঁদালুম আমি,Past_Nrm
1636,আগে কাঁদালুম আমরা,Past_Nrm
1637,আগে কাঁদালে তুমি,Past_Nrm
1638,তোমরা কাঁদালে আজ,Past_Nrm
1639,আপনি অতীতে কাঁদালেন,Past_Nrm
1640,আপনারা কাঁদালেন সেদিন,Past_Nrm
1641,এখন কাঁদালেন উনি,Past_Nrm
1642,উনারা এখন কাঁদালেন,Past_Nrm
1643,তিনি পূর্বে কাঁদালেন,Past_Nrm
1644,আমি কাঁদালেম গতকাল,Past_Nrm
1645,আমরা এখন কাঁদালেম,Past_Nrm
1646,তুই আজকে কাঁদাস,Present_Nrm
1647,আজ কাঁদাস তোরা,Present_Nrm
1648,এখন কাঁদি আমি,Present_Nrm
1649,এখনই কাঁদি আমরা,Present_Nrm
1650,তুমি কাঁদিও এখনই,Present_Nrm
